Datum,Ort,Disziplin,Rang,Fahrer/in,Geschlecht,Fantasy Punkte,Weltcup Punkte,Team
2025-12-14,St. Moritz,Super G,1,Robinson Alice,W,55,100,Bürgler
2025-12-14,St. Moritz,Super G,2,Miradoli Romane,W,48,80,Rizzi
2025-12-14,St. Moritz,Super G,3,Goggia Sofia,W,43,60,Manser
2025-12-14,St. Moritz,Super G,4,Vonn Lindsey,W,38,50,Zappella
2025-12-14,St. Moritz,Super G,5,Gauche Laura,W,35,45,Woerlen
2025-12-14,St. Moritz,Super G,6,Blanc Malorie,W,32,40,Fehr
2025-12-14,St. Moritz,Super G,6,Curtoni Elena,W,32,40,Meier
2025-12-14,St. Moritz,Super G,8,Pirovano Laura,W,26,32,Rizzi
2025-12-14,St. Moritz,Super G,9,Huetter Cornelia,W,24,29,Käslin
2025-12-14,St. Moritz,Super G,10,Lie Kajsa Vickhoff,W,22,26,Meier
2025-12-14,St. Moritz,Super G,11,Weidle-Winkelmann Kira,W,20,24,Helfenberger
2025-12-14,St. Moritz,Super G,12,Suter Jasmina,W,19,22,
2025-12-14,St. Moritz,Super G,13,Ortlieb Nina,W,18,20,Zappella
2025-12-14,St. Moritz,Super G,14,Cashman Keely,W,17,18,
2025-12-14,St. Moritz,Super G,15,Egger Magdalena,W,16,16,Zappella
2025-12-14,St. Moritz,Super G,16,Ledecka Ester,W,15,15,Helbling
2025-12-14,St. Moritz,Super G,17,Cerutti Camille,W,14,14,
2025-12-14,St. Moritz,Super G,18,Bocock Mary,W,13,13,
2025-12-14,St. Moritz,Super G,19,Brunner Stephanie,W,12,12,Rizzi
2025-12-14,St. Moritz,Super G,20,Melesi Roberta,W,11,11,Käslin
2025-12-14,St. Moritz,Super G,21,Mangan Tricia,W,10,10,
2025-12-14,St. Moritz,Super G,22,Haehlen Joana,W,9,9,
2025-12-14,St. Moritz,Super G,23,Cutler Haley,W,8,8,
2025-12-14,St. Moritz,Super G,24,Muzaferija Elvedina,W,7,7,
2025-12-14,St. Moritz,Super G,25,Raedler Ariane,W,6,6,Woerlen
2025-12-14,St. Moritz,Super G,26,Fest Nadine,W,5,5,Helbling
2025-12-14,St. Moritz,Super G,27,Schmitt Janine,W,4,4,
2025-12-14,St. Moritz,Super G,28,Moreno Cande,W,3,3,
2025-12-14,St. Moritz,Super G,29,Gasienica-Daniel Maryna,W,2,2,
2025-12-14,St. Moritz,Super G,29,Grenier Valerie,W,2,2,Bulleri
2025-12-13,St. Moritz,Downhill,1,Aicher Emma,W,55,100,Helbling
2025-12-13,Val d'Isere,Giant Slalom,1,Meillard Loic,M,55,100,Zappella
2025-12-13,St. Moritz,Downhill,2,Vonn Lindsey,W,48,80,Zappella
2025-12-13,Val d'Isere,Giant Slalom,2,Aerni Luca,M,48,80,Helbling
2025-12-13,St. Moritz,Downhill,3,Goggia Sofia,W,43,60,Manser
2025-12-13,Val d'Isere,Giant Slalom,3,Odermatt Marco,M,43,60,Reich
2025-12-13,St. Moritz,Downhill,4,Johnson Breezy,W,38,50,Bürgler
2025-12-13,Val d'Isere,Giant Slalom,4,Haugan Timon,M,38,50,Meier
2025-12-13,St. Moritz,Downhill,5,Puchner Mirjam,W,35,45,Meile
2025-12-13,Val d'Isere,Giant Slalom,5,Brennsteiner Stefan,M,35,45,Reich
2025-12-13,St. Moritz,Downhill,6,Pirovano Laura,W,32,40,Rizzi
2025-12-13,Val d'Isere,Giant Slalom,6,Radamus River,M,32,40,Fehr
2025-12-13,St. Moritz,Downhill,7,Egger Magdalena,W,29,36,Zappella
2025-12-13,Val d'Isere,Giant Slalom,7,Pinheiro Braathen Lucas,M,29,36,Käslin
2025-12-13,St. Moritz,Downhill,8,Ortlieb Nina,W,26,32,Zappella
2025-12-13,Val d'Isere,Giant Slalom,8,Vinatzer Alex,M,26,32,Helfenberger
2025-12-13,St. Moritz,Downhill,9,Monsen Marte,W,24,29,Fehr
2025-12-13,Val d'Isere,Giant Slalom,9,Feurstein Patrick,M,24,29,Meile
2025-12-13,St. Moritz,Downhill,10,Raedler Ariane,W,22,26,Woerlen
2025-12-13,Val d'Isere,Giant Slalom,10,Sarchett Ryder,M,22,26,
2025-12-13,St. Moritz,Downhill,11,Flury Jasmine,W,20,24,Bulleri
2025-12-13,Val d'Isere,Giant Slalom,11,Kristoffersen Henrik,M,20,24,Rizzi
2025-12-13,St. Moritz,Downhill,12,Stuhec Ilka,W,19,22,Meier
2025-12-13,Val d'Isere,Giant Slalom,12,Gratz Fabian,M,19,22,
2025-12-13,St. Moritz,Downhill,13,Wright Isabella,W,18,20,Knuchel
2025-12-13,Val d'Isere,Giant Slalom,13,Stockinger Jonas,M,18,20,
2025-12-13,Val d'Isere,Giant Slalom,13,Schmid Alexander,M,18,20,
2025-12-13,St. Moritz,Downhill,14,Weidle-Winkelmann Kira,W,17,18,Helfenberger
2025-12-13,St. Moritz,Downhill,15,Miradoli Romane,W,16,16,Rizzi
2025-12-13,Val d'Isere,Giant Slalom,15,Della Vite Filippo,M,16,16,
2025-12-13,St. Moritz,Downhill,16,Huetter Cornelia,W,15,15,Käslin
2025-12-13,Val d'Isere,Giant Slalom,16,Haaser Raphael,M,15,15,Käslin
2025-12-13,St. Moritz,Downhill,17,Ledecka Ester,W,14,14,Helbling
2025-12-13,Val d'Isere,Giant Slalom,17,Mcgrath Atle Lie,M,14,14,Conzett
2025-12-13,St. Moritz,Downhill,18,Lie Kajsa Vickhoff,W,13,13,Meier
2025-12-13,Val d'Isere,Giant Slalom,18,Schwarz Marco,M,13,13,Bulleri
2025-12-13,St. Moritz,Downhill,19,Blanc Malorie,W,12,12,Fehr
2025-12-13,Val d'Isere,Giant Slalom,19,Anguenot Leo,M,12,12,Knuchel
2025-12-13,St. Moritz,Downhill,20,Wiles Jacqueline,W,11,11,Meile
2025-12-13,Val d'Isere,Giant Slalom,20,Kranjec Zan,M,11,11,Conzett
2025-12-13,St. Moritz,Downhill,21,Cashman Keely,W,10,10,
2025-12-13,Val d'Isere,Giant Slalom,21,Sturm Joshua,M,10,10,
2025-12-13,St. Moritz,Downhill,22,Mollin Allison,W,9,9,
2025-12-13,Val d'Isere,Giant Slalom,22,Pinturault Alexis,M,9,9,Käslin
2025-12-13,Val d'Isere,Giant Slalom,22,Tumler Thomas,M,9,9,Käslin
2025-12-13,St. Moritz,Downhill,23,Ming-Nufer Priska,W,8,8,
2025-12-13,St. Moritz,Downhill,24,Melesi Roberta,W,7,7,Käslin
2025-12-13,Val d'Isere,Giant Slalom,24,Zubcic Filip,M,7,7,Bürgler
2025-12-13,St. Moritz,Downhill,25,Durrer Delia,W,6,6,Bürgler
2025-12-13,Val d'Isere,Giant Slalom,25,Solberg Eirik Hystad,M,6,6,
2025-12-13,St. Moritz,Downhill,26,Haehlen Joana,W,5,5,
2025-12-13,St. Moritz,Downhill,26,Gauche Laura,W,5,5,Woerlen
2025-12-13,Val d'Isere,Giant Slalom,26,De Aliprandini Luca,M,5,5,Manser
2025-12-13,Val d'Isere,Giant Slalom,27,Favrot Thibaut,M,4,4,
2025-12-13,St. Moritz,Downhill,28,Curtoni Elena,W,3,3,Meier
2025-12-13,St. Moritz,Downhill,29,Cerutti Camille,W,2,2,
2025-12-13,St. Moritz,Downhill,30,Fest Nadine,W,1,1,Helbling
2025-12-12,St. Moritz,Downhill,1,Vonn Lindsey,W,55,100,Zappella
2025-12-12,St. Moritz,Downhill,2,Egger Magdalena,W,48,80,
2025-12-12,St. Moritz,Downhill,3,Puchner Mirjam,W,43,60,Meile
2025-12-12,St. Moritz,Downhill,4,Goggia Sofia,W,38,50,Manser
2025-12-12,St. Moritz,Downhill,5,Aicher Emma,W,35,45,Helbling
2025-12-12,St. Moritz,Downhill,6,Miradoli Romane,W,32,40,Rizzi
2025-12-12,St. Moritz,Downhill,6,Huetter Cornelia,W,32,40,Käslin
2025-12-12,St. Moritz,Downhill,8,Pirovano Laura,W,26,32,Rizzi
2025-12-12,St. Moritz,Downhill,8,Weidle-Winkelmann Kira,W,26,32,Helfenberger
2025-12-12,St. Moritz,Downhill,10,Ortlieb Nina,W,22,26,Zappella
2025-12-12,St. Moritz,Downhill,11,Raedler Ariane,W,20,24,Woerlen
2025-12-12,St. Moritz,Downhill,12,Delago Nicol,W,19,22,Käslin
2025-12-12,St. Moritz,Downhill,13,Blanc Malorie,W,18,20,Fehr
2025-12-12,St. Moritz,Downhill,14,Stuhec Ilka,W,17,18,Meier
2025-12-12,St. Moritz,Downhill,15,Johnson Breezy,W,16,16,Bürgler
2025-12-12,St. Moritz,Downhill,16,Wright Isabella,W,15,15,Knuchel
2025-12-12,St. Moritz,Downhill,16,Suter Jasmina,W,15,15,
2025-12-12,St. Moritz,Downhill,18,Wiles Jacqueline,W,13,13,Meile
2025-12-12,St. Moritz,Downhill,19,Lie Kajsa Vickhoff,W,12,12,Meier
2025-12-12,St. Moritz,Downhill,20,Cutler Haley,W,11,11,
2025-12-12,St. Moritz,Downhill,20,Wechner Lena,W,11,11,
2025-12-12,St. Moritz,Downhill,22,Ledecka Ester,W,9,9,Helbling
2025-12-12,St. Moritz,Downhill,23,Schmitt Janine,W,8,8,
2025-12-12,St. Moritz,Downhill,24,Cashman Keely,W,7,7,
2025-12-12,St. Moritz,Downhill,25,Melesi Roberta,W,6,6,Käslin
2025-12-12,St. Moritz,Downhill,26,Moreno Cande,W,5,5,
2025-12-12,St. Moritz,Downhill,27,Mollin Allison,W,4,4,
2025-12-12,St. Moritz,Downhill,27,Ager Christina,W,4,4,Manser
2025-12-12,St. Moritz,Downhill,29,Robinson Alice,W,2,2,Bürgler
2025-12-12,St. Moritz,Downhill,30,Flury Jasmine,W,1,1,Bulleri
2025-12-07,Beaver Creek,Giant Slalom,1,Odermatt Marco,M,55,100,Reich
2025-12-07,Tremblant,Giant Slalom,1,Scheib Julia,W,55,100,Helbling
2025-12-07,Beaver Creek,Giant Slalom,2,Vinatzer Alex,M,48,80,Helfenberger
2025-12-07,Tremblant,Giant Slalom,2,Hector Sara,W,48,80,Bulleri
2025-12-07,Beaver Creek,Giant Slalom,3,Kristoffersen Henrik,M,43,60,Rizzi
2025-12-07,Tremblant,Giant Slalom,3,Robinson Alice,W,43,60,Bürgler
2025-12-07,Beaver Creek,Giant Slalom,4,Brennsteiner Stefan,M,38,50,Reich
2025-12-07,Tremblant,Giant Slalom,4,Rast Camille,W,38,50,Rizzi
2025-12-07,Tremblant,Giant Slalom,4,Shiffrin Mikaela,W,38,50,Fehr
2025-12-07,Beaver Creek,Giant Slalom,5,Pinheiro Braathen Lucas,M,35,45,Käslin
2025-12-07,Beaver Creek,Giant Slalom,6,Radamus River,M,32,40,Fehr
2025-12-07,Tremblant,Giant Slalom,6,Moltzan Paula,W,32,40,Reich
2025-12-07,Beaver Creek,Giant Slalom,7,Mcgrath Atle Lie,M,29,36,Conzett
2025-12-07,Tremblant,Giant Slalom,7,Ljutic Zrinka,W,29,36,Woerlen
2025-12-07,Beaver Creek,Giant Slalom,8,Favrot Thibaut,M,26,32,
2025-12-07,Tremblant,Giant Slalom,8,Stjernesund Thea Louise,W,26,32,Käslin
2025-12-07,Beaver Creek,Giant Slalom,9,Meillard Loic,M,24,29,Zappella
2025-12-07,Tremblant,Giant Slalom,9,Della Mea Lara,W,24,29,Bulleri
2025-12-07,Beaver Creek,Giant Slalom,10,Feurstein Lukas,M,22,26,Meier
2025-12-07,Tremblant,Giant Slalom,10,Duerr Lena,W,22,26,Conzett
2025-12-07,Beaver Creek,Giant Slalom,11,Pinturault Alexis,M,20,24,Käslin
2025-12-07,Tremblant,Giant Slalom,11,Goggia Sofia,W,20,24,Manser
2025-12-07,Beaver Creek,Giant Slalom,12,Maes Sam,M,19,22,Fehr
2025-12-07,Tremblant,Giant Slalom,12,Richardson Britt,W,19,22,Conzett
2025-12-07,Beaver Creek,Giant Slalom,13,Aerni Luca,M,18,20,Helbling
2025-12-07,Tremblant,Giant Slalom,13,Zenere Asja,W,18,20,Woerlen
2025-12-07,Beaver Creek,Giant Slalom,14,Tumler Thomas,M,17,18,Käslin
2025-12-07,Tremblant,Giant Slalom,14,Liensberger Katharina,W,17,18,Helfenberger
2025-12-07,Beaver Creek,Giant Slalom,15,Sandvik Oscar Andreas,M,16,16,Rizzi
2025-12-07,Tremblant,Giant Slalom,15,Colturi Lara,W,16,16,Meile
2025-12-07,Beaver Creek,Giant Slalom,16,Elezi Cannaferina Alban,M,15,15,
2025-12-07,Tremblant,Giant Slalom,16,Gasienica-Daniel Maryna,W,15,15,Helbling
2025-12-07,Beaver Creek,Giant Slalom,17,Haugan Timon,M,14,14,Meier
2025-12-07,Tremblant,Giant Slalom,17,Holtmann Mina Fuerst,W,14,14,Manser
2025-12-07,Beaver Creek,Giant Slalom,18,Anguenot Leo,M,13,13,Knuchel
2025-12-07,Tremblant,Giant Slalom,18,Loevblom Hilma,W,13,13,
2025-12-07,Beaver Creek,Giant Slalom,19,Haechler Lenz,M,12,12,Conzett
2025-12-07,Tremblant,Giant Slalom,19,Kasper Vanessa,W,12,12,
2025-12-07,Beaver Creek,Giant Slalom,20,Borsotti Giovanni,M,11,11,
2025-12-07,Tremblant,Giant Slalom,20,Brunner Stephanie,W,11,11,Rizzi
2025-12-07,Beaver Creek,Giant Slalom,21,Vitale Flavio,M,10,10,
2025-12-07,Tremblant,Giant Slalom,21,Sylvester-Davik Madeleine,W,10,10,
2025-12-07,Beaver Creek,Giant Slalom,22,Schwarz Marco,M,9,9,Bulleri
2025-12-07,Tremblant,Giant Slalom,22,Olivier Victoria,W,9,9,
2025-12-07,Beaver Creek,Giant Slalom,23,Hansson William,M,8,8,
2025-12-07,Tremblant,Giant Slalom,23,Dorigo Fabiana,W,8,8,
2025-12-07,Beaver Creek,Giant Slalom,24,Kranjec Zan,M,7,7,Conzett
2025-12-07,Tremblant,Giant Slalom,24,Holdener Wendy,W,7,7,Conzett
2025-12-07,Beaver Creek,Giant Slalom,25,Sarchett Ryder,M,6,6,
2025-12-07,Beaver Creek,Giant Slalom,25,Della Vite Filippo,M,6,6,
2025-12-07,Tremblant,Giant Slalom,25,Buergler Viktoria,W,6,6,
2025-12-07,Tremblant,Giant Slalom,26,Bucik Jogan Ana,W,5,5,Zappella
2025-12-07,Beaver Creek,Giant Slalom,27,Steffey George,M,4,4,
2025-12-07,Tremblant,Giant Slalom,27,Ghisalberti Ilaria,W,4,4,
2025-12-07,Beaver Creek,Giant Slalom,28,Haaser Raphael,M,3,3,Käslin
2025-12-07,Tremblant,Giant Slalom,28,Piller Sue,W,3,3,
2025-12-06,Tremblant,Giant Slalom,1,Robinson Alice,W,55,100,Bürgler
2025-12-06,Tremblant,Giant Slalom,2,Ljutic Zrinka,W,48,80,Woerlen
2025-12-06,Tremblant,Giant Slalom,3,Grenier Valerie,W,43,60,Bulleri
2025-12-06,Tremblant,Giant Slalom,4,Rast Camille,W,38,50,Rizzi
2025-12-06,Tremblant,Giant Slalom,5,Direz Clara,W,35,45,
2025-12-06,Tremblant,Giant Slalom,6,Shiffrin Mikaela,W,32,40,Fehr
2025-12-06,Tremblant,Giant Slalom,7,Alphand Estelle,W,29,36,Zappella
2025-12-06,Tremblant,Giant Slalom,8,Goggia Sofia,W,26,32,Manser
2025-12-06,Tremblant,Giant Slalom,9,Della Mea Lara,W,24,29,Bulleri
2025-12-06,Tremblant,Giant Slalom,10,O Brien Nina,W,22,26,Fehr
2025-12-06,Tremblant,Giant Slalom,11,Brunner Stephanie,W,20,24,Rizzi
2025-12-06,Tremblant,Giant Slalom,12,Aicher Emma,W,19,22,Helbling
2025-12-06,Tremblant,Giant Slalom,13,Moltzan Paula,W,18,20,Reich
2025-12-06,Tremblant,Giant Slalom,14,Gasienica-Daniel Maryna,W,17,18,Helbling
2025-12-06,Tremblant,Giant Slalom,15,Richardson Britt,W,16,16,Conzett
2025-12-06,Tremblant,Giant Slalom,16,Holtmann Mina Fuerst,W,15,15,Manser
2025-12-06,Tremblant,Giant Slalom,17,Holdener Wendy,W,14,14,Conzett
2025-12-06,Tremblant,Giant Slalom,18,Astner Nina,W,13,13,
2025-12-06,Tremblant,Giant Slalom,19,Pykalainen Erika,W,12,12,
2025-12-06,Tremblant,Giant Slalom,20,Piller Sue,W,11,11,
2025-12-06,Tremblant,Giant Slalom,21,Duerr Lena,W,10,10,Conzett
2025-12-06,Tremblant,Giant Slalom,22,Sylvester-Davik Madeleine,W,9,9,
2025-12-06,Tremblant,Giant Slalom,23,Colturi Lara,W,8,8,Meile
2025-12-06,Tremblant,Giant Slalom,24,Liensberger Katharina,W,7,7,Helfenberger
2025-12-06,Tremblant,Giant Slalom,25,Gritsch Franziska,W,6,6,
2025-12-06,Tremblant,Giant Slalom,26,Ghisalberti Ilaria,W,5,5,
2025-12-06,Tremblant,Giant Slalom,27,Gray Cassidy,W,4,4,
2025-12-06,Tremblant,Giant Slalom,28,Hoerhager Lisa,W,3,3,
2025-12-06,Tremblant,Giant Slalom,29,Wild Simone,W,2,2,
2025-12-05,Beaver Creek,Super G,1,Kriechmayr Vincent,M,55,100,Helbling
2025-12-05,Beaver Creek,Super G,2,Moeller Fredrik,M,48,80,Knuchel
2025-12-05,Beaver Creek,Super G,3,Haaser Raphael,M,43,60,Käslin
2025-12-05,Beaver Creek,Super G,4,Paris Dominik,M,38,50,Woerlen
